strain	strain_name	date	host	country	virus	subtype	type	sequence_locus
LC506937	HCoV_OC43/Yamagata.JPN/11.2017_0521	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506938	HCoV_OC43/Yamagata.JPN/11.2017_0634	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506939	HCoV_OC43/Yamagata.JPN/12.2017_0640	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506940	HCoV_OC43/Yamagata.JPN/12.2017_0642	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506941	HCoV_OC43/Yamagata.JPN/12.2017_0751	2017-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506791	HCoV_OC43/Yamagata.JPN/13.2011_0825	2011-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506792	HCoV_OC43/Yamagata.JPN/13.2011_0857	2011-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506808	HCoV_OC43/Yamagata.JPN/13.2012_0719	2012-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506915	HCoV_OC43/Yamagata.JPN/13.2015_0693	2015-03-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC331080	HCoV_OC43/Yamagata.JPN/14.16_0684	2016-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506793	HCoV_OC43/Yamagata.JPN/14.2011_0874	2011-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506794	HCoV_OC43/Yamagata.JPN/14.2011_0897	2011-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506809	HCoV_OC43/Yamagata.JPN/14.2012_0781	2012-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506942	HCoV_OC43/Yamagata.JPN/14.2017_0959	2017-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506795	HCoV_OC43/Yamagata.JPN/16.2011_0969	2011-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506943	HCoV_OC43/Yamagata.JPN/16.2017_1199	2017-04-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506916	HCoV_OC43/Yamagata.JPN/19.2015_0902	2015-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC331089	HCoV_OC43/Yamagata.JPN/20.16_0885	2016-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC331081	HCoV_OC43/Yamagata.JPN/20.16_0914	2016-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506769	HCoV_OC43/Yamagata.JPN/20.2010_1337	2010-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506770	HCoV_OC43/Yamagata.JPN/20.2010_1341	2010-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506796	HCoV_OC43/Yamagata.JPN/20.2011_1168	2011-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506944	HCoV_OC43/Yamagata.JPN/20.2017_1370	2017-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506771	HCoV_OC43/Yamagata.JPN/21.2010_1394	2010-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506797	HCoV_OC43/Yamagata.JPN/21.2011_1174	2011-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506798	HCoV_OC43/Yamagata.JPN/21.2011_1236	2011-05-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC331082	HCoV_OC43/Yamagata.JPN/22.16_0950	2016-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506799	HCoV_OC43/Yamagata.JPN/22.2011_1255	2011-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC331083	HCoV_OC43/Yamagata.JPN/23.16_0980	2016-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC331090	HCoV_OC43/Yamagata.JPN/24.16_1002	2016-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC331084	HCoV_OC43/Yamagata.JPN/24.16_1005	2016-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC331085	HCoV_OC43/Yamagata.JPN/24.16_1006	2016-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC331086	HCoV_OC43/Yamagata.JPN/24.16_1008	2016-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC331087	HCoV_OC43/Yamagata.JPN/24.16_1027	2016-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC331091	HCoV_OC43/Yamagata.JPN/25.16_1044	2016-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC331092	HCoV_OC43/Yamagata.JPN/26.16_1046	2016-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC331088	HCoV_OC43/Yamagata.JPN/26.16_1049	2016-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506945	HCoV_OC43/Yamagata.JPN/26.2017_1566	2017-06-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC331093	HCoV_OC43/Yamagata.JPN/27.16_1096	2016-07-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506800	HCoV_OC43/Yamagata.JPN/27.2011_1525	2011-07-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506772	HCoV_OC43/Yamagata.JPN/38.2010_2108	2010-09-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506773	HCoV_OC43/Yamagata.JPN/39.2010_2197	2010-10-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506774	HCoV_OC43/Yamagata.JPN/43.2010_2375	2010-10-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506775	HCoV_OC43/Yamagata.JPN/43.2010_2382	2010-10-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506776	HCoV_OC43/Yamagata.JPN/43.2010_2384	2010-10-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506777	HCoV_OC43/Yamagata.JPN/43.2010_2385	2010-10-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506778	HCoV_OC43/Yamagata.JPN/43.2010_2388	2010-10-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506779	HCoV_OC43/Yamagata.JPN/43.2010_2412	2010-10-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506780	HCoV_OC43/Yamagata.JPN/45.2010_2465	2010-11-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506781	HCoV_OC43/Yamagata.JPN/46.2010_2506	2010-11-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506782	HCoV_OC43/Yamagata.JPN/46.2010_2510	2010-11-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506783	HCoV_OC43/Yamagata.JPN/46.2010_2512	2010-11-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506784	HCoV_OC43/Yamagata.JPN/46.2010_2513	2010-11-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506785	HCoV_OC43/Yamagata.JPN/46.2010_2538	2010-11-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506810	HCoV_OC43/Yamagata.JPN/46.2012_2185	2012-11-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506841	HCoV_OC43/Yamagata.JPN/46.2014_2103	2014-11-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506786	HCoV_OC43/Yamagata.JPN/47.2010_2547	2010-11-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506787	HCoV_OC43/Yamagata.JPN/48.2010_2590	2010-11-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506788	HCoV_OC43/Yamagata.JPN/48.2010_2644	2010-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506946	HCoV_OC43/Yamagata.JPN/48.2017_2515	2017-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506811	HCoV_OC43/Yamagata.JPN/49.2012_2416	2012-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506947	HCoV_OC43/Yamagata.JPN/50.2017_2568	2017-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506812	HCoV_OC43/Yamagata.JPN/51.2012_2581	2012-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506948	HCoV_OC43/Yamagata.JPN/51.2017_2650	2017-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506949	HCoV_OC43/Yamagata.JPN/51.2017_2652	2017-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506813	HCoV_OC43/Yamagata.JPN/52.2012_2586	2012-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506814	HCoV_OC43/Yamagata.JPN/52.2012_2590	2012-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506842	HCoV_OC43/Yamagata.JPN/52.2014_2417	2014-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506843	HCoV_OC43/Yamagata.JPN/52.2014_2419	2014-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
LC506844	HCoV_OC43/Yamagata.JPN/53.2014_2422	2014-12-XX	Human	Japan	Betacoronavirus_1	oc43	beta	full
KP112161	HCOV/KENYA/007/2010	2014-07-01	Human	Kenya	Betacoronavirus_1	None	None	full
KP112160	HCOV/KENYA/012/2010	2014-07-01	Human	Kenya	Betacoronavirus_1	None	None	full
KP112159	HCOV/KENYA/013/2010	2014-07-01	Human	Kenya	Betacoronavirus_1	None	None	full
KP112158	HCOV/KENYA/014/2011	2014-07-01	Human	Kenya	Betacoronavirus_1	None	None	full
KP112162	HCOV/KENYA/016/2011	2014-07-01	Human	Kenya	Betacoronavirus_1	None	None	full
KP112163	HCOV/KENYA/017/2010	2014-07-01	Human	Kenya	Betacoronavirus_1	None	None	full
KP112164	HCOV/KENYA/018/2010	2014-07-01	Human	Kenya	Betacoronavirus_1	None	None	full
KP112165	HCOV/KENYA/019/2010	2014-07-01	Human	Kenya	Betacoronavirus_1	None	None	full
KP112166	HCOV/KENYA/020/2011	2014-07-01	Human	Kenya	Betacoronavirus_1	None	None	full
KP112167	HCOV/KENYA/021/2010	2014-07-01	Human	Kenya	Betacoronavirus_1	None	None	full
KP112168	HCOV/KENYA/022/2010	2014-07-01	Human	Kenya	Betacoronavirus_1	None	None	full
MN306036	HCoV_OC43/Seattle/USA/SC0682/2019	2019-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
MN310478	HCoV_OC43/Seattle/USA/SC0776/2019	2019-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
MN306041	HCoV_OC43/Seattle/USA/SC0810/2019	2019-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
MN306042	HCoV_OC43/Seattle/USA/SC0839/2019	2019-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
MN306043	HCoV_OC43/Seattle/USA/SC0841/2019	2019-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KY684759	HCoV_OC43/Seattle/USA/SC2269/2016	2016-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KY967361	HCoV_OC43/Seattle/USA/SC2345/2015	2015-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KY967360	HCoV_OC43/Seattle/USA/SC2476/2015	2015-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KY983583	HCoV_OC43/Seattle/USA/SC2481/2015	2015-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KY967359	HCoV_OC43/Seattle/USA/SC2730/2015	2015-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KY967358	HCoV_OC43/Seattle/USA/SC2770/2015	2015-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KY983585	HCoV_OC43/Seattle/USA/SC2854/2015	2015-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KY967356	HCoV_OC43/Seattle/USA/SC2924/2015	2015-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KY983588	HCoV_OC43/Seattle/USA/SC3118/2015	2015-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KY369906	HCoV_OC43/Seattle/USA/SC622/2016	2016-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KY369905	HCoV_OC43/Seattle/USA/SC831/2016	2016-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
MN310476	HCoV_OC43/Seattle/USA/SC9428/2018	2019-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
MN306053	HCoV_OC43/Seattle/USA/SC9430/2018	2019-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KY369907	HCoV_OC43/Seattle/USA/SC9741/2016	2016-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
JN129835	HK04_02	2004-11-XX	Human	China	Betacoronavirus_1	None	None	full
KC513529	IDSKAHCOV_1	2011-03-18	Human	Indonesia	Betacoronavirus_1	None	None	full
KX426263	KIP_75	2012-05-XX	Human	India	Betacoronavirus_1	None	None	full
KF512624	LY1	2011-01-XX	Human	China	Betacoronavirus_1	None	None	full
KF512630	LY155	2011-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF512631	LY160	2011-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF512632	LY162	2011-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF512633	LY165	2011-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF512574	LY223	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512575	LY227	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512634	LY227	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512635	LY235	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512636	LY236	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512576	LY238	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512637	LY238	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512577	LY241	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512638	LY241	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512639	LY242	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512578	LY243	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512640	LY243	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512579	LY244	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512641	LY244	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512642	LY245	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512580	LY246	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512643	LY246	2011-07-XX	Human	China	Betacoronavirus_1	None	None	full
KF512581	LY248	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512644	LY248	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512582	LY249	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512645	LY250	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512583	LY252	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512646	LY252	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512647	LY253	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512584	LY254	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512648	LY254	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512585	LY255	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512586	LY256	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512649	LY256	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512650	LY257	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512651	LY261	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512587	LY262	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512588	LY263	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512589	LY264	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512590	LY265	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512591	LY266	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512592	LY267	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512593	LY270	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512652	LY270	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512594	LY271	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512595	LY272	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512596	LY273	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512597	LY274	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512653	LY274	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512598	LY277	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512654	LY277	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512599	LY278	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512600	LY306	2011-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF512655	LY306	2011-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF512601	LY307	2011-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF512656	LY307	2011-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF512602	LY308	2011-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF512657	LY308	2011-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF512603	LY311	2011-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF512604	LY317	2011-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF512605	LY318	2011-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF512658	LY318	2011-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF512659	LY319	2011-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF512606	LY321	2011-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF512607	LY322	2011-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF512608	LY325	2011-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF512609	LY326	2011-09-XX	Human	China	Betacoronavirus_1	None	None	full
KF512610	LY341	2011-10-XX	Human	China	Betacoronavirus_1	None	None	full
KF512660	LY341	2011-10-XX	Human	China	Betacoronavirus_1	None	None	full
KJ958218	LY341	2011-10-03	Human	China	Betacoronavirus_1	None	None	full
KF512611	LY342	2011-10-XX	Human	China	Betacoronavirus_1	None	None	full
KF512661	LY342	2011-10-XX	Human	China	Betacoronavirus_1	None	None	full
KJ958219	LY342	2011-10-04	Human	China	Betacoronavirus_1	None	None	full
KF512662	LY357	2011-10-XX	Human	China	Betacoronavirus_1	None	None	full
KF512612	LY360	2011-10-XX	Human	China	Betacoronavirus_1	None	None	full
KF512663	LY360	2011-10-XX	Human	China	Betacoronavirus_1	None	None	full
KF512613	LY373	2011-10-XX	Human	China	Betacoronavirus_1	None	None	full
KF512625	LY48	2011-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF512626	LY53	2011-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF512627	LY65	2011-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF512628	LY82	2011-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF512629	LY84	2011-03-XX	Human	China	Betacoronavirus_1	None	None	full
KX538964	MY_U002/12	2012-02-22	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538975	MY_U1024/12	2012-08-24	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538976	MY_U1057/12	2012-08-27	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538977	MY_U1140/12	2012-09-10	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538978	MY_U1758/13	2013-01-02	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538979	MY_U1975/13	2013-02-15	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538965	MY_U208/12	2012-03-28	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538966	MY_U236/12	2012-04-02	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538967	MY_U413/12	2012-05-02	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538968	MY_U464/12	2012-05-09	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538969	MY_U523/12	2012-05-18	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538970	MY_U710/12	2012-06-20	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538971	MY_U732/12	2012-06-25	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538972	MY_U774/12	2012-07-04	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538973	MY_U868/12	2012-07-16	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538974	MY_U945/12	2012-08-01	Human	Malaysia	Betacoronavirus_1	None	None	full
KY554972	N07_1541B_433X	2016-XX-XX	Human	USA	Betacoronavirus_1	None	None	full
KY674917	N07_1609B	2016-XX-XX	Human	USA	Betacoronavirus_1	None	None	full
KY674918	N07_1647B	2016-XX-XX	Human	USA	Betacoronavirus_1	None	None	full
KY554973	N07_1689B_116X	2016-XX-XX	Human	USA	Betacoronavirus_1	None	None	full
KY554974	N08_33B_360X	2016-XX-XX	Human	USA	Betacoronavirus_1	None	None	full
KY554975	N09_382B	2016-XX-XX	Human	USA	Betacoronavirus_1	None	None	full
KY674920	N09_595B	2016-XX-XX	Human	USA	Betacoronavirus_1	None	None	full
KF572803	O75A_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF524838	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524842	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524844	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524845	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524846	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524847	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524848	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524849	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524850	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524851	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524852	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524854	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524855	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524856	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524857	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524858	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524859	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768622	OC43	2011-11-30	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768623	OC43	2012-01-04	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768624	OC43	2012-02-16	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768625	OC43	2012-01-04	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768626	OC43	2012-07-18	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768627	OC43	2012-02-19	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768628	OC43	2012-02-19	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768629	OC43	2012-02-21	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768630	OC43	2012-02-14	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768631	OC43	2012-01-01	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768632	OC43	2011-12-14	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ796464	OC43	2012-03-19	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ866099	OC43	2013-05-15	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ866100	OC43	2012-02-08	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ866101	OC43	2013-12-18	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ866145	OC43	2013-05-15	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ866146	OC43	2012-02-08	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ866147	OC43	2013-12-18	Human	USA	Betacoronavirus_1	oc43	beta	full
KX344031	OC43/human/Mex/LRTI_238/2011	2011-02-09	Human	Mexico	Betacoronavirus_1	oc43	beta	full
KF530068	OC43/human/USA/007_11/2000	2000-07-27	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530092	OC43/human/USA/008_5/2000	2000-08-08	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530093	OC43/human/USA/832_27/1983	1983-02-24	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530060	OC43/human/USA/851_15/1985	1985-01-08	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530085	OC43/human/USA/871_25/1987	1987-01-22	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530086	OC43/human/USA/872_5/1987	1987-02-10	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530077	OC43/human/USA/873_16/1987	1987-03-12	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530083	OC43/human/USA/873_19/1987	1987-03-17	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530087	OC43/human/USA/873_6/1987	1987-03-05	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530073	OC43/human/USA/8912_37/1989	1989-12-21	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530066	OC43/human/USA/901_33/1990	1990-01-16	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530065	OC43/human/USA/901_41/1990	1990-01-17	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530061	OC43/human/USA/901_43/1990	1990-01-19	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530088	OC43/human/USA/901_54/1990	1990-01-23	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530076	OC43/human/USA/911_11/1991	1991-01-03	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530096	OC43/human/USA/911_38/1991	1991-01-15	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530091	OC43/human/USA/911_58/1991	1991-01-24	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530089	OC43/human/USA/911_66/1991	1991-01-29	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530067	OC43/human/USA/912_10/1991	1991-02-07	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530082	OC43/human/USA/912_11/1991	1991-02-07	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530094	OC43/human/USA/912_36/1991	1991-02-22	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530095	OC43/human/USA/912_6/1991	1991-02-05	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530079	OC43/human/USA/913_29/1991	1991-03-14	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530097	OC43/human/USA/9211_43/1992	1992-11-30	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530074	OC43/human/USA/9212_33/1992	1992-12-16	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530071	OC43/human/USA/925_1/1992	1992-05-04	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530090	OC43/human/USA/931_85/1993	1993-01-26	Human	USA	Betacoronavirus_1	oc43	beta	full
