strain	strain_name	date	host	country	virus	subtype	type	sequence_locus
KF512660	LY341	2011-10-XX	Human	China	Betacoronavirus_1	None	None	full
KJ958218	LY341	2011-10-03	Human	China	Betacoronavirus_1	None	None	full
KF512611	LY342	2011-10-XX	Human	China	Betacoronavirus_1	None	None	full
KF512661	LY342	2011-10-XX	Human	China	Betacoronavirus_1	None	None	full
KJ958219	LY342	2011-10-04	Human	China	Betacoronavirus_1	None	None	full
KF512662	LY357	2011-10-XX	Human	China	Betacoronavirus_1	None	None	full
KF512612	LY360	2011-10-XX	Human	China	Betacoronavirus_1	None	None	full
KF512663	LY360	2011-10-XX	Human	China	Betacoronavirus_1	None	None	full
KF512613	LY373	2011-10-XX	Human	China	Betacoronavirus_1	None	None	full
KF512625	LY48	2011-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF512626	LY53	2011-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF512627	LY65	2011-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF512628	LY82	2011-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF512629	LY84	2011-03-XX	Human	China	Betacoronavirus_1	None	None	full
KX538964	MY_U002/12	2012-02-22	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538975	MY_U1024/12	2012-08-24	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538976	MY_U1057/12	2012-08-27	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538977	MY_U1140/12	2012-09-10	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538978	MY_U1758/13	2013-01-02	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538979	MY_U1975/13	2013-02-15	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538965	MY_U208/12	2012-03-28	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538966	MY_U236/12	2012-04-02	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538967	MY_U413/12	2012-05-02	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538968	MY_U464/12	2012-05-09	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538969	MY_U523/12	2012-05-18	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538970	MY_U710/12	2012-06-20	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538971	MY_U732/12	2012-06-25	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538972	MY_U774/12	2012-07-04	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538973	MY_U868/12	2012-07-16	Human	Malaysia	Betacoronavirus_1	None	None	full
KX538974	MY_U945/12	2012-08-01	Human	Malaysia	Betacoronavirus_1	None	None	full
KY554972	N07_1541B_433X	2016-XX-XX	Human	USA	Betacoronavirus_1	None	None	full
KY674917	N07_1609B	2016-XX-XX	Human	USA	Betacoronavirus_1	None	None	full
KY674918	N07_1647B	2016-XX-XX	Human	USA	Betacoronavirus_1	None	None	full
KY554973	N07_1689B_116X	2016-XX-XX	Human	USA	Betacoronavirus_1	None	None	full
KY554974	N08_33B_360X	2016-XX-XX	Human	USA	Betacoronavirus_1	None	None	full
KY554975	N09_382B	2016-XX-XX	Human	USA	Betacoronavirus_1	None	None	full
KY674920	N09_595B	2016-XX-XX	Human	USA	Betacoronavirus_1	None	None	full
KF572803	O75A_07	2007-06-XX	Human	China	Betacoronavirus_1	None	None	full
KF524838	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524842	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524844	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524845	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524846	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524847	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524848	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524849	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524850	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524851	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524852	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524854	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524855	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524856	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524857	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524858	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KF524859	OC43	2010-XX-XX	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768622	OC43	2011-11-30	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768623	OC43	2012-01-04	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768624	OC43	2012-02-16	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768625	OC43	2012-01-04	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768626	OC43	2012-07-18	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768627	OC43	2012-02-19	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768628	OC43	2012-02-19	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768629	OC43	2012-02-21	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768630	OC43	2012-02-14	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768631	OC43	2012-01-01	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ768632	OC43	2011-12-14	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ796464	OC43	2012-03-19	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ866099	OC43	2013-05-15	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ866100	OC43	2012-02-08	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ866101	OC43	2013-12-18	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ866145	OC43	2013-05-15	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ866146	OC43	2012-02-08	Human	USA	Betacoronavirus_1	oc43	beta	full
KJ866147	OC43	2013-12-18	Human	USA	Betacoronavirus_1	oc43	beta	full
KX344031	OC43/human/Mex/LRTI_238/2011	2011-02-09	Human	Mexico	Betacoronavirus_1	oc43	beta	full
KF530068	OC43/human/USA/007_11/2000	2000-07-27	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530092	OC43/human/USA/008_5/2000	2000-08-08	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530093	OC43/human/USA/832_27/1983	1983-02-24	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530060	OC43/human/USA/851_15/1985	1985-01-08	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530085	OC43/human/USA/871_25/1987	1987-01-22	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530086	OC43/human/USA/872_5/1987	1987-02-10	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530077	OC43/human/USA/873_16/1987	1987-03-12	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530083	OC43/human/USA/873_19/1987	1987-03-17	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530087	OC43/human/USA/873_6/1987	1987-03-05	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530073	OC43/human/USA/8912_37/1989	1989-12-21	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530066	OC43/human/USA/901_33/1990	1990-01-16	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530065	OC43/human/USA/901_41/1990	1990-01-17	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530061	OC43/human/USA/901_43/1990	1990-01-19	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530088	OC43/human/USA/901_54/1990	1990-01-23	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530076	OC43/human/USA/911_11/1991	1991-01-03	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530096	OC43/human/USA/911_38/1991	1991-01-15	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530091	OC43/human/USA/911_58/1991	1991-01-24	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530089	OC43/human/USA/911_66/1991	1991-01-29	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530067	OC43/human/USA/912_10/1991	1991-02-07	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530082	OC43/human/USA/912_11/1991	1991-02-07	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530094	OC43/human/USA/912_36/1991	1991-02-22	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530095	OC43/human/USA/912_6/1991	1991-02-05	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530079	OC43/human/USA/913_29/1991	1991-03-14	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530097	OC43/human/USA/9211_43/1992	1992-11-30	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530074	OC43/human/USA/9212_33/1992	1992-12-16	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530071	OC43/human/USA/925_1/1992	1992-05-04	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530090	OC43/human/USA/931_85/1993	1993-01-26	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530059	OC43/human/USA/951_15/1995	1995-01-11	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530084	OC43/human/USA/951_18/1995	1995-01-12	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530062	OC43/human/USA/952_23/1995	1995-02-13	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530075	OC43/human/USA/953_23/1995	1995-03-09	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530078	OC43/human/USA/9612_29/1996	1996-12-17	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530063	OC43/human/USA/9612_48/1996	1996-12-30	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530064	OC43/human/USA/9612_9/1996	1996-12-04	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530098	OC43/human/USA/965_6/1996	1996-05-10	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530099	OC43/human/USA/971_5/1997	1997-01-02	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530072	OC43/human/USA/9712_13/1997	1997-12-11	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530080	OC43/human/USA/9712_31/1997	1997-12-18	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530069	OC43/human/USA/982_4/1998	1998-02-05	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530070	OC43/human/USA/991_19/1999	1999-01-15	Human	USA	Betacoronavirus_1	oc43	beta	full
KF530081	OC43/human/USA/991_5/1999	1999-01-07	Human	USA	Betacoronavirus_1	oc43	beta	full
MN026164	OC43_KLF_01_2018	2018-01-18	Human	Kenya	Betacoronavirus_1	oc43	beta	full
MN026165	OC43_KLF_02_2017	2017-11-27	Human	Kenya	Betacoronavirus_1	oc43	beta	full
AB514461	PHL07_1581	2007-XX-XX	Human	Philippines	Betacoronavirus_1	None	None	full
KX898511	PREDICT_13QY015	2013-XX-XX	Human	China	Betacoronavirus_1	None	None	full
HM130764	PUMCH1702	2006-03-03	Human	China	Betacoronavirus_1	None	None	full
HM130765	PUMCH1909	2006-03-24	Human	China	Betacoronavirus_1	None	None	full
HM130758	PUMCH229	2005-06-09	Human	China	Betacoronavirus_1	None	None	full
HM130766	PUMCH3582	2006-09-30	Human	China	Betacoronavirus_1	None	None	full
HM130767	PUMCH3630	2006-10-05	Human	China	Betacoronavirus_1	None	None	full
HM130768	PUMCH3647	2006-10-07	Human	China	Betacoronavirus_1	None	None	full
HM130759	PUMCH427	2005-08-23	Human	China	Betacoronavirus_1	None	None	full
HM130769	PUMCH4795	2007-03-01	Human	China	Betacoronavirus_1	None	None	full
HM130770	PUMCH4954	2007-03-23	Human	China	Betacoronavirus_1	None	None	full
HM130771	PUMCH5240	2007-05-09	Human	China	Betacoronavirus_1	None	None	full
HM130772	PUMCH5352	2007-05-26	Human	China	Betacoronavirus_1	None	None	full
HM130773	PUMCH5370	2007-05-29	Human	China	Betacoronavirus_1	None	None	full
HM130774	PUMCH5442	2007-06-09	Human	China	Betacoronavirus_1	None	None	full
HM130775	PUMCH5445	2007-06-09	Human	China	Betacoronavirus_1	None	None	full
HM130776	PUMCH5448	2007-06-10	Human	China	Betacoronavirus_1	None	None	full
HM130777	PUMCH5456	2007-06-12	Human	China	Betacoronavirus_1	None	None	full
HM130778	PUMCH5462	2007-06-12	Human	China	Betacoronavirus_1	None	None	full
HM130779	PUMCH5471	2007-06-13	Human	China	Betacoronavirus_1	None	None	full
HM130780	PUMCH5479	2007-06-14	Human	China	Betacoronavirus_1	None	None	full
HM130781	PUMCH5484	2007-06-15	Human	China	Betacoronavirus_1	None	None	full
HM130782	PUMCH5485	2007-06-15	Human	China	Betacoronavirus_1	None	None	full
HM130783	PUMCH5495	2007-06-17	Human	China	Betacoronavirus_1	None	None	full
HM130784	PUMCH5508	2007-06-18	Human	China	Betacoronavirus_1	None	None	full
HM130785	PUMCH5517	2007-06-19	Human	China	Betacoronavirus_1	None	None	full
HM130786	PUMCH5519	2007-06-19	Human	China	Betacoronavirus_1	None	None	full
HM130787	PUMCH5566	2007-06-26	Human	China	Betacoronavirus_1	None	None	full
HM130788	PUMCH5567	2007-06-26	Human	China	Betacoronavirus_1	None	None	full
HM130789	PUMCH5568	2007-06-26	Human	China	Betacoronavirus_1	None	None	full
HM130790	PUMCH5570	2007-06-26	Human	China	Betacoronavirus_1	None	None	full
HM130791	PUMCH5617	2007-07-03	Human	China	Betacoronavirus_1	None	None	full
HM130792	PUMCH5625	2007-07-04	Human	China	Betacoronavirus_1	None	None	full
HM130793	PUMCH5652	2007-07-08	Human	China	Betacoronavirus_1	None	None	full
HM130794	PUMCH5656	2007-07-08	Human	China	Betacoronavirus_1	None	None	full
HM130760	PUMCH607	2005-09-10	Human	China	Betacoronavirus_1	None	None	full
HM130761	PUMCH648	2005-09-14	Human	China	Betacoronavirus_1	None	None	full
HM130762	PUMCH731	2005-09-23	Human	China	Betacoronavirus_1	None	None	full
HM130795	PUMCH7712	2008-11-09	Human	China	Betacoronavirus_1	None	None	full
HM130796	PUMCH7722	2008-11-11	Human	China	Betacoronavirus_1	None	None	full
HM130797	PUMCH8099	2009-02-16	Human	China	Betacoronavirus_1	None	None	full
HM130798	PUMCH8164	2009-03-04	Human	China	Betacoronavirus_1	None	None	full
HM130799	PUMCH8375	2009-04-15	Human	China	Betacoronavirus_1	None	None	full
HM130763	PUMCH938	2005-10-17	Human	China	Betacoronavirus_1	None	None	full
JQ732196	QPID04_0018	2004-08-01	Human	Australia	Betacoronavirus_1	None	None	full
JQ732195	QPID04_0019	2004-08-02	Human	Australia	Betacoronavirus_1	None	None	full
JQ732185	QPID04_0021	2004-08-02	Human	Australia	Betacoronavirus_1	None	None	full
JQ732187	QPID04_0027	2004-06-29	Human	Australia	Betacoronavirus_1	None	None	full
JQ732188	QPID04_0028	2004-07-01	Human	Australia	Betacoronavirus_1	None	None	full
JQ732189	QPID04_0029	2004-06-27	Human	Australia	Betacoronavirus_1	None	None	full
JQ732191	QPID04_0032	2004-07-22	Human	Australia	Betacoronavirus_1	None	None	full
JQ732192	QPID04_0034	2004-07-17	Human	Australia	Betacoronavirus_1	None	None	full
JQ732193	QPID04_0035	2004-07-09	Human	Australia	Betacoronavirus_1	None	None	full
JQ732194	QPID04_0036	2004-08-02	Human	Australia	Betacoronavirus_1	None	None	full
JQ732183	QPID04_0037	2004-06-28	Human	Australia	Betacoronavirus_1	None	None	full
JQ732190	QPID04_0039	2004-07-20	Human	Australia	Betacoronavirus_1	None	None	full
JQ732186	QPID04_0045	2004-08-04	Human	Australia	Betacoronavirus_1	None	None	full
JQ732203	QPID04_0046	2004-08-03	Human	Australia	Betacoronavirus_1	None	None	full
JQ732184	QPID04_0047	2004-07-30	Human	Australia	Betacoronavirus_1	None	None	full
KC294430	SH_4	2012-XX-XX	Human	China	Betacoronavirus_1	None	None	full
KF668028	sloOC43_1	2011-02-10	Human	Slovenia	Betacoronavirus_1	oc43	beta	full
KF668030	sloOC43_2	2011-02-20	Human	Slovenia	Betacoronavirus_1	oc43	beta	full
KF668031	sloOC43_3	2011-02-22	Human	Slovenia	Betacoronavirus_1	oc43	beta	full
KU745548	SZ14014d3/2014	2014-XX-XX	Human	China	Betacoronavirus_1	None	None	full
KU745580	SZ14014d3/2014	2014-XX-XX	Human	China	Betacoronavirus_1	None	None	full
KU745564	SZ14034d5/2014	2014-XX-XX	Human	China	Betacoronavirus_1	None	None	full
KM077095	TN00_8_5	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077096	TN83_2_27	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077098	TN85_1_15	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077108	TN85_2_6	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077126	TN87_1_25	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077100	TN87_2_5	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077103	TN87_3_16	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077102	TN87_3_19	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077099	TN87_3_6	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077101	TN90_1_33	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077097	TN90_1_43	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077115	TN90_1_54	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077118	TN91_1_11	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077116	TN91_1_38	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077119	TN91_1_58	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077112	TN91_1_66	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077109	TN91_2_10	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077111	TN91_2_11	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077110	TN91_2_36	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077117	TN91_2_6	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077113	TN91_3_29	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077105	TN92_11_43	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077114	TN92_5_1	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077120	TN93_1_48	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077104	TN94_1_72	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077107	TN95_1_15	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077121	TN95_1_18	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077106	TN95_3_23	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077122	TN96_12_48	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077127	TN96_12_7	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077123	TN96_5_6	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077125	TN97_1_4	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077124	TN97_1_5	NA	Human	USA	Betacoronavirus_1	None	None	full
KM077094	TN97_12_12	NA	Human	USA	Betacoronavirus_1	None	None	full
MG977451	TNP_12636	2016-12-10	Human	Cote_dIvoire	Betacoronavirus_1	None	None	full
MG977452	TNP_12643	2016-12-10	Human	Cote_dIvoire	Betacoronavirus_1	None	None	full
KF512614	XH1316	2011-01-XX	Human	China	Betacoronavirus_1	None	None	full
KF512615	XH1327	2011-01-XX	Human	China	Betacoronavirus_1	None	None	full
KF512616	XH1340	2011-01-XX	Human	China	Betacoronavirus_1	None	None	full
KF512617	XH1377	2011-02-XX	Human	China	Betacoronavirus_1	None	None	full
KF512618	XH1400	2011-03-XX	Human	China	Betacoronavirus_1	None	None	full
KF512619	XH1415	2011-04-XX	Human	China	Betacoronavirus_1	None	None	full
KF512620	XH1440	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512621	XH1444	2011-08-XX	Human	China	Betacoronavirus_1	None	None	full
KF512622	XH1466	2011-12-XX	Human	China	Betacoronavirus_1	None	None	full
KF512623	XH1470	2011-12-XX	Human	China	Betacoronavirus_1	None	None	full
FJ415324	4408	1988-XX-XX	Human	Germany	Betacoronavirus_1	None	None	full
JN129834	HK04_01	2004-11-XX	Human	China	Betacoronavirus_1	None	None	full
JX503060	0349	2010-XX-XX	Human	Netherlands	Human_coronavirus_229E	229e	alpha	full
LC005741	1060_Yamagata_2010	2010-XX-XX	Human	Japan	Human_coronavirus_229E	229e	alpha	full
KM055524	11949_2011	2011-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
KM055531	11949_2011	2011-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
KM055590	11949_2011	2011-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
KT359730	12MYKL0011	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359752	12MYKL0011	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359770	12MYKL0011	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359731	12MYKL0051	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359753	12MYKL0051	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359771	12MYKL0051	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359732	12MYKL0052	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359754	12MYKL0052	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359772	12MYKL0052	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359733	12MYKL0106	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359755	12MYKL0106	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359734	12MYKL0126	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359756	12MYKL0126	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359773	12MYKL0126	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359735	12MYKL0335	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359757	12MYKL0335	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359774	12MYKL0335	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359736	12MYKL0367	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359758	12MYKL0367	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359775	12MYKL0367	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359737	12MYKL0415	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359759	12MYKL0415	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359776	12MYKL0415	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359738	12MYKL0424	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359777	12MYKL0424	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359739	12MYKL0543	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359760	12MYKL0543	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359778	12MYKL0543	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359740	12MYKL0667	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359761	12MYKL0667	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359779	12MYKL0667	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359741	12MYKL0784	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359780	12MYKL0784	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359742	12MYKL0929	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359743	12MYKL1076	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359762	12MYKL1076	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359744	12MYKL1102	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359763	12MYKL1102	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359781	12MYKL1102	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359745	12MYKL1271	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359764	12MYKL1271	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359782	12MYKL1271	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359746	12MYKL1586	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359765	12MYKL1586	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359783	12MYKL1586	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359747	12MYKL1616	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359766	12MYKL1616	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359784	12MYKL1616	2012-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359748	13MYKL1719	2013-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359767	13MYKL1719	2013-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359785	13MYKL1719	2013-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359749	13MYKL1847	2013-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359768	13MYKL1847	2013-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359769	13MYKL1883	2013-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359750	13MYKL1950	2013-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KT359751	13MYKL1978	2013-XX-XX	Human	Malaysia	Human_coronavirus_229E	229e	alpha	full
KM055525	1424A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
KM055560	1424A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
KM055561	1424A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
KM055526	1482A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
KM055553	1482A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
KM055562	1482A_2009	2009-XX-XX	Human	China	Human_coronavirus_229E	229e	alpha	full
